UID	Basal	Hillock basal	Hillock squamous	Aberrant basal	Deuterosomal	Ciliated-TB	Ciliated-Bronch	Ciliated-axon	Club-TB	Club-nasal	Club-Bronch	Goblet	Goblet-nasal	Tuft	Ionocyte	PNEC	SMG Basal	SMG Duct	MEC	Mucous	Serous	Serous-nasal	RASC	AT1	AT2-AT1 int.	AT2	AT2-prolif	AdvFB	PBFB	SPFB	IntFB	AF	iALF	LipoFB1	SCMF	ADM	cADM	ASMC	VSMC	cVSMC	LSMC	Pericyte	Chondrocyte	PC-prog	Mesothelial	PAEC	PArEC	SAEC	PCEC	CAP1	CAP1-int	CAP2	CAP2-int	PVEC	SVEC	SVEC-act	LEC	LEC-cycling	CD4 T	Treg	CD8 T	T-prolif	iNKT	NK	ILC1	B-lineage	B	Plasma	AM	AM-lipid	MT+ AM	AM-prolif	IM	tMDM	iMON	pMON	cDC1	maDC	Langerhans	pDC	Neutrophil	Mast	HSC	Megakaryocyte	Erythrocyte	Schwann
CACNA2D3	2.498	1.455	0.2444	0.6687	0.3833	0.4632	0.4961	0.6719	0.1107	0.922	0.1239	0.2704	0.1348	1.158	1.907	0.6765	0.0	0.1042	0.4749	0.08472	0.007582	0.02197	1.052	1.585	1.425	0.8757	0.7236	0.8768	1.403	0.2287	0.9383	1.547	1.067	0.95	0.6128	1.348	0.2683	3.383	0.5536	1.573	1.001	0.6123	1.779	2.817	2.369	0.02248	0.03417	0.3588	0.0175	0.0	0.0	0.0177	0.0	0.02478	0.4181	0.3861	0.0107	0.03618	0.0	0.03605	0.0326	0.02051	0.0	0.0	0.01617	0.1241	0.09784	0.0	0.0	0.01166	0.03221	0.05518	0.1118	0.01733	0.5152	0.2438	1.418	1.889	0.2811	0.1446	0.06495	0.0	0.02552	0.0	0.052	0.3098
ITGA7	0.04542	0.01618	0.00648	0.009857	0.1637	0.01456	0.004806	0.007114	0.02849	0.02937	0.0189	0.0216	0.02473	0.1282	0.2834	0.04053	0.0	0.02296	0.5489	0.01241	0.0	0.0176	0.06481	0.0209	0.2403	0.03905	0.06296	0.1325	0.1203	0.1949	0.05636	0.1213	0.1139	0.06349	0.8673	0.1595	1.049	2.685	2.882	3.026	3.183	1.338	0.0	0.0	0.02432	0.005653	0.0	0.0	0.004395	0.02834	0.005472	0.005923	0.01011	0.01986	0.0477	0.1633	0.0107	0.0	0.02308	0.01814	0.1708	0.02051	0.04129	0.0207	0.06362	0.07573	0.0	0.0	0.003276	0.008752	0.02512	0.03179	0.1271	0.05137	0.1864	0.5375	0.1002	0.1216	0.02926	0.03753	0.1572	0.0348	0.2369	0.0	0.052	1.328
UNC45B	0.005756	0.005415	0.0	0.0	0.0	0.004868	0.004806	0.0	0.0	0.007399	0.0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003037	0.0	0.0	0.005253	0.0	0.0	0.0	0.01064	0.01136	0.0	0.01903	0.01051	0.01572	0.0	0.04922	0.0	0.04152	1.244	0.1402	0.3864	1.046	0.0	0.0	0.0	0.0	0.005653	0.0	0.008289	0.03049	0.0	0.005472	0.0177	0.01513	0.0	0.0	0.0069	0.0	0.02422	0.02308	0.1556	0.06448	0.02051	0.0	0.12	0.06362	0.0	0.0	0.003228	0.009805	0.01166	0.007221	0.0	0.005523	0.03445	0.007352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2672	0.0	0.0
PPFIA2	0.214	0.06886	0.0	0.02937	0.03425	0.01938	0.03331	0.01419	0.01273	0.05816	0.0038	0.1183	0.01653	0.456	0.2834	0.6242	0.0	0.0	1.918	0.0	0.0	0.0	0.1832	0.307	0.07712	0.02985	0.06707	0.1991	1.243	2.124	0.4974	0.6577	0.5242	1.386	2.376	1.699	2.201	3.163	2.323	2.893	2.099	2.02	0.2459	0.6916	0.02432	0.01128	0.0	0.008289	0.01314	0.0	0.06433	0.0177	0.005062	0.01986	0.004841	0.1194	0.0	0.01216	0.05703	0.0	0.0	0.02051	0.0	0.0	0.01617	0.07573	0.0	0.0	0.0	0.0	0.02867	0.07057	0.08593	0.0	0.0	0.04222	0.0	0.0	0.5266	0.1446	0.0	0.01751	0.3422	0.0	0.02623	0.4526
HCFC1R1	1.744	1.922	0.9931	1.634	0.9539	0.8994	0.6359	0.3186	0.6195	1.234	0.6577	0.6115	1.152	1.584	1.527	1.732	0.8209	0.5192	1.927	0.586	0.1321	0.1671	0.7849	2.234	1.749	0.5574	1.774	2.914	3.187	2.681	0.877	1.904	1.958	2.042	0.3436	1.778	1.535	3.994	2.539	1.246	3.648	1.735	1.259	0.1598	3.367	0.6787	0.6774	0.1424	0.3431	0.6951	0.2647	0.8563	0.5567	0.5807	0.8507	0.5175	1.035	0.7677	0.585	0.4904	0.8108	1.158	0.08143	0.7602	0.6239	0.2816	0.2071	0.01926	1.794	1.574	2.053	2.009	1.599	0.1903	0.8166	0.4334	0.7409	0.8232	1.549	0.1215	0.1271	1.514	1.593	0.1398	0.2431	2.014
LINC00844	0.0	0.01081	0.0	0.0	0.0	0.0	0.009595	0.007114	0.0	0.0	0.0	0.007235	0.0	0.0	0.0	0.04053	0.0	0.007695	1.314	0.02472	0.0	0.0	0.0	0.0209	0.0	0.003765	0.004284	0.03168	0.09915	0.07	0.01903	0.131	0.03126	0.1243	0.03707	0.348	0.06586	1.397	0.0	0.0	0.07869	0.01187	0.1485	0.1019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004841	0.0	0.0	0.01216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001615	0.0	0.0	0.003615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02513	0.0	0.0	0.0	0.0	0.052	0.7179
DSTN	5.082	5.01	4.107	5.429	5.573	5.85	5.807	4.965	4.526	4.805	4.514	4.364	5.033	4.99	5.685	4.452	3.978	3.807	5.785	4.483	2.386	2.6	5.529	6.194	6.024	4.714	5.637	4.981	5.113	4.648	4.633	5.23	4.697	4.919	4.304	5.404	6.124	8.175	5.568	5.035	7.168	4.442	5.176	4.143	5.017	4.277	3.566	3.165	3.757	3.676	2.906	3.579	3.331	4.143	4.519	4.361	4.563	3.603	2.303	1.204	2.901	2.988	1.455	2.986	2.38	2.613	0.59	0.2743	2.937	2.596	3.238	3.015	2.739	0.7525	0.7913	1.476	1.352	2.161	3.309	4.751	0.5235	2.621	3.374	3.255	1.456	2.762
PPP1R3C	0.0342	0.01081	0.01935	0.04862	0.01151	0.0	0.009595	0.0628	0.0	0.0	0.0	0.04287	0.01653	0.0	0.4455	0.1557	0.0	0.07516	0.37	0.07291	0.03009	0.06493	0.01043	0.03638	0.1069	0.0243	0.06707	0.09303	0.3613	0.8407	1.704	1.621	0.2195	1.083	0.4482	0.9033	0.9691	2.523	0.7848	0.8793	1.722	0.6045	1.933	1.167	0.6736	0.05556	0.04538	0.1042	0.0	0.005714	0.0	0.0	0.04493	0.174	0.08017	0.1258	0.05273	0.07147	0.0	0.0	0.0	0.02051	0.0	0.0207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02552	0.0	0.02623	0.4132
CSRP2	1.3	1.285	0.8812	1.907	0.3383	0.1215	0.06586	0.4653	0.5772	0.9375	0.254	0.4024	0.5066	0.9129	0.6589	0.09927	0.0	0.5246	2.87	1.069	0.8283	0.03931	0.604	0.1593	0.7159	0.07707	0.3986	1.062	2.208	1.66	0.583	1.855	2.588	1.518	2.26	3.113	3.427	4.857	3.527	2.95	5.085	3.023	0.9992	1.018	1.17	2.474	2.72	1.448	1.859	1.674	1.671	1.265	2.109	3.276	2.825	2.386	1.543	1.256	0.0	0.0	0.0326	0.02051	0.02079	0.0207	0.01617	0.0	0.0	0.004839	0.0	0.0	0.02156	0.156	0.02197	0.005799	0.01467	0.0	0.02571	0.4581	0.7095	0.03753	0.0	0.1183	0.1925	0.0	0.1507	1.01
FLNA	2.149	2.253	1.263	3.815	0.1943	0.04796	0.009595	0.07639	0.4092	1.038	0.08855	0.1579	0.3458	1.973	0.5912	0.2794	1.446	0.2797	4.581	0.0	0.0	0.0176	1.948	3.486	3.454	1.633	2.922	1.945	2.692	3.282	2.604	3.216	2.704	2.792	3.767	3.911	4.572	6.087	4.707	4.904	5.643	4.221	1.021	1.157	2.006	2.433	2.427	2.124	2.099	1.663	1.436	1.702	2.029	2.445	2.632	2.717	2.221	2.34	2.802	2.013	3.427	3.796	2.655	3.798	2.927	0.2383	1.257	0.02244	4.188	4.153	4.155	3.865	3.75	4.385	4.171	4.337	3.099	2.933	3.333	0.3771	2.162	1.001	1.999	4.907	0.2871	2.284
DBNDD2	0.988	1.656	1.76	1.774	1.348	1.704	1.665	0.6172	0.9003	1.612	1.11	0.7299	1.576	1.393	1.203	2.033	0.2529	0.6772	0.8316	0.3522	0.06539	0.0479	0.7584	0.7782	1.452	0.8518	1.524	2.553	1.829	0.7232	0.05636	0.5962	0.852	0.3448	0.1765	0.9526	0.7361	3.673	2.651	1.337	3.743	2.844	0.0	0.02097	1.616	1.313	0.916	0.09645	0.3808	1.105	0.523	1.424	1.051	0.5807	0.2488	0.1878	1.383	0.6166	0.3032	0.07123	0.2699	0.4716	0.04129	0.3663	0.3196	0.02569	0.02011	0.001615	2.544	2.233	2.058	2.227	1.63	0.3674	0.4573	0.4955	1.879	1.863	2.504	0.3173	0.0	0.3843	1.181	0.1398	0.1743	1.37
CPED1	0.04542	0.0	0.0	0.02937	0.01151	0.004868	0.04268	0.04217	0.0	0.0	0.0	0.007235	0.0	0.1585	0.0	0.07995	0.0	0.02296	0.4494	0.0	0.0	0.0	0.003484	0.6297	0.0079	0.00752	0.01706	1.829	2.688	1.803	2.187	2.353	1.641	2.634	3.523	3.574	3.355	4.253	3.337	4.166	3.674	2.333	1.982	2.984	0.4673	0.1858	0.03979	0.7031	0.2238	0.078	0.3703	0.2095	0.4532	1.021	0.9494	0.7655	0.0107	0.03618	0.0	0.01814	0.01639	0.04074	0.0	0.12	0.3581	0.02569	1.447	0.01447	1.666	2.494	1.401	1.911	2.145	2.923	0.9485	0.9281	1.421	0.2337	3.762	1.883	0.03284	0.0	0.7922	0.8591	0.1266	1.589
SORBS1	1.204	0.4165	0.1124	1.377	0.4009	0.09437	0.1289	1.135	0.1745	0.2387	0.05963	0.4877	0.3127	1.032	2.295	2.471	0.6552	1.154	5.161	0.5093	0.7143	0.04361	2.25	3.069	3.025	2.545	2.047	2.94	2.582	1.222	2.176	2.02	3.18	2.744	5.277	2.541	4.907	6.498	3.932	5.449	4.718	1.624	2.965	3.802	0.3852	2.917	5.453	4.825	5.748	5.918	5.967	5.219	5.078	4.793	2.74	4.123	2.963	3.179	0.7183	0.1391	0.7919	0.3472	0.937	0.8897	0.7059	0.1001	0.2588	0.008056	0.01306	0.0261	0.03575	0.1342	0.1118	0.07914	0.1134	0.1543	0.05096	0.6722	0.2566	0.01262	0.299	3.531	1.025	3.799	1.133	5.35
ALDH1B1	0.209	0.484	0.2715	0.9298	0.03425	0.07135	0.03331	0.007114	0.09884	0.2882	0.09924	0.09133	0.2371	0.2459	0.6589	0.1921	0.0	0.1396	0.6643	0.1536	0.02412	0.05218	0.13	0.1259	0.5952	0.08775	0.3789	0.1615	0.307	0.7113	0.09274	0.2152	0.1921	0.1745	0.2308	0.3332	1.139	1.984	0.2982	0.2189	0.3291	0.1685	0.09719	0.0	0.7703	0.2251	0.08938	0.04903	0.08545	0.05614	0.07997	0.07516	0.0885	0.1199	0.2488	0.1939	0.3925	0.4115	0.03449	0.03605	0.04863	0.1378	0.0	0.1007	0.03216	0.02569	0.0	0.004839	0.1612	0.1098	0.2365	0.1845	0.1372	0.01733	0.01467	0.04222	0.1556	0.3378	0.3979	0.0	0.0	0.2426	0.5847	0.0	0.07731	0.175
LINC00702	0.01149	0.0	0.00648	0.01965	0.0	0.0	0.004806	0.007114	0.003194	0.0	0.0	0.007235	0.0	0.03313	0.0	0.0	0.2529	0.0	0.1018	0.0	0.0	0.0	0.003484	0.0157	0.0079	0.0	0.0	0.0	0.3434	0.2453	0.1543	0.2687	0.5781	0.402	0.3337	0.3627	0.5003	2.177	2.301	1.768	1.878	1.742	0.0	0.0	0.1512	0.005653	0.03417	0.01653	0.05187	0.005714	0.01092	0.07516	0.01513	0.01986	0.01448	0.06756	0.05273	0.03618	0.0	0.0	0.0	0.04074	0.02079	0.06124	0.06362	0.0	0.0	0.0	0.0	0.0	0.01082	0.004012	0.01103	0.0	0.007352	0.0	0.0	0.0	0.0	0.01262	0.0	0.0	0.0506	0.6874	0.0	0.0
COX7A1	0.1839	0.3711	0.02575	0.0	0.0787	0.4773	0.08414	0.0	0.0	0.5385	0.1239	0.0	0.7681	0.0	2.014	0.4695	0.0	0.09697	0.8513	0.1423	0.07697	0.06916	0.0	0.0	0.0079	0.0	0.0	3.224	2.836	2.692	1.959	3.065	2.296	2.594	0.8255	3.249	2.486	4.247	3.213	1.715	4.385	3.643	1.729	0.3706	0.1512	2.661	2.891	0.9809	2.153	2.94	1.994	3.31	2.822	2.526	2.436	1.74	3.261	2.504	0.0	0.0	0.0	0.02051	0.0	0.0	0.01617	0.0	0.0	0.001615	0.003276	0.005841	0.01441	0.0	0.02741	0.0	0.0	0.0	0.00862	0.06207	0.05794	0.0	0.0	1.236	0.0506	0.0	0.02623	1.507
ILK	1.89	1.702	1.721	2.297	1.582	1.183	1.292	0.8838	1.079	1.648	1.026	1.029	1.762	1.48	2.53	1.763	2.024	1.201	2.18	1.127	0.2996	0.5032	1.21	2.226	1.793	0.9566	1.797	2.783	2.825	2.476	2.124	2.623	2.032	2.628	2.152	3.253	3.319	4.692	3.221	2.4	3.987	3.3	1.61	1.432	2.052	3.068	3.471	1.908	2.819	3.136	2.68	3.211	2.83	2.05	2.202	2.021	3.073	2.701	1.608	1.219	1.789	2.432	0.937	2.165	1.894	1.784	1.187	0.03827	2.054	1.721	2.057	1.907	1.945	0.9758	1.567	1.688	2.029	2.089	2.251	0.9163	0.6769	1.906	1.872	5.19	0.5265	2.893
AGT	0.0	0.01081	0.0	0.01965	0.0	0.00972	0.0	0.0	0.05643	0.0	0.00759	0.0	0.00829	0.03313	0.1008	0.1371	0.0	0.04557	0.06865	0.0	0.0	0.0	0.0	0.0	0.02357	0.0	0.0	0.5666	0.4886	0.1308	0.01903	0.09193	0.2858	0.04563	0.06126	0.1426	0.2185	2.317	1.625	1.195	2.348	0.1145	0.1282	0.0	0.02432	0.005653	0.0	0.0	0.0	0.0	0.0	0.0	0.005062	0.0	0.0	0.0	0.0107	0.0	0.0	0.01814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01306	0.008752	0.0	0.03179	0.005523	0.005799	0.0	0.0	0.08397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.1026
CD151	2.11	2.66	2.511	4.765	1.205	1.177	0.5398	0.4234	2.208	2.825	2.273	1.78	3.493	2.55	2.23	1.446	2.273	2.32	3.575	3.383	0.8283	1.725	2.291	4.256	4.142	2.129	3.446	3.924	2.378	3.205	0.7346	2.268	1.033	1.298	0.9078	2.816	2.371	5.214	3.096	1.885	4.44	3.41	2.07	0.4807	4.401	3.548	2.89	1.331	2.195	2.96	2.11	2.983	3.008	3.008	3.313	2.594	4.406	3.667	0.2257	0.03605	0.5317	0.5583	0.02079	0.317	0.468	0.0	0.0	0.01127	3.168	2.787	2.887	2.926	1.978	1.227	0.4839	0.5839	0.5767	0.8052	1.308	0.0	0.1271	0.872	1.311	2.531	0.3299	3.027
MAP3K7CL	0.3514	0.1784	0.00648	0.5317	0.2243	0.3757	0.7774	0.7672	0.2246	0.3418	0.1447	0.5285	0.2014	0.7826	0.7236	0.998	0.0	0.1255	0.1659	0.3325	0.01211	0.004421	0.1709	0.307	0.35	0.2519	0.1075	0.06268	0.3344	0.2342	0.3698	0.5026	0.1851	0.2927	0.5023	0.3031	0.3825	3.326	2.007	1.978	3.37	1.109	0.4961	0.9756	0.1512	0.3723	0.1109	0.7031	0.2937	0.1775	0.3618	0.2147	0.4156	0.4477	0.2488	0.4533	0.5027	0.789	0.5772	0.4774	0.8479	0.2807	0.7253	0.5196	0.6239	0.5705	0.6937	0.003228	0.9279	0.8651	0.1801	0.5177	0.3518	1.011	1.174	1.296	0.171	0.03137	0.6542	0.3173	0.06495	0.1662	0.4592	3.596	0.07731	0.2213
DACT3	0.05655	0.02687	0.01293	0.0	0.02293	0.00972	0.01913	0.01419	0.003194	0.02937	0.0	0.01443	0.0	0.06552	0.0	0.06037	0.0	0.0	0.2569	0.01241	0.0	0.004421	0.0	0.02608	0.01576	0.0	0.004284	0.2539	1.323	0.8908	0.9383	1.466	0.9937	1.511	0.9538	1.311	1.77	2.507	1.534	1.578	2.255	1.38	0.8645	0.7926	0.01221	0.01128	0.0	0.0	0.008776	0.0	0.005472	0.04671	0.0	0.009965	0.009667	0.113	0.0107	0.0	0.01159	0.05375	0.01639	0.08036	0.04129	0.04111	0.0	0.1241	0.02011	0.001615	0.01631	0.002923	0.01799	0.008013	0.01103	0.01733	0.06486	0.1847	0.1002	0.1216	0.6064	0.03753	0.0	0.0	0.1468	0.0	0.1022	0.9141
EFHD1	1.017	0.9364	0.04476	0.49	0.4525	0.4274	0.1722	0.3186	1.012	0.862	0.5159	0.5972	0.23	0.9129	1.821	0.1557	1.341	0.5406	1.449	0.3226	0.02412	0.02632	0.5189	0.1211	0.2929	0.02244	0.02552	0.8235	0.405	0.08237	0.1967	0.2774	0.2127	0.2387	0.4482	0.7557	0.4018	2.747	2.778	2.161	2.674	1.482	2.384	2.291	0.06006	0.02805	0.02853	0.03287	0.07295	0.005714	0.04851	0.02355	0.02513	0.04915	0.05238	0.2819	0.02132	0.09453	0.02308	0.0	0.0326	0.04074	0.02079	0.1007	0.04798	0.0	0.0	0.01127	0.0	0.002923	0.0	0.008013	0.005523	0.0	0.007352	0.04222	0.02571	0.03137	0.02926	0.0	0.0	0.0	0.07525	0.0	0.02623	0.2662
SAMMSON	0.005756	0.0	0.0	0.0	0.02293	0.00972	0.009595	0.1617	0.01273	0.01476	0.0	0.0	0.0	0.06552	0.0	0.06037	0.0	0.04557	0.1018	0.02472	0.05225	0.08176	0.03787	0.0415	0.03135	0.015	0.0	0.0	0.04491	0.01298	0.05636	0.1501	0.0	0.01843	0.04922	0.037	0.03331	1.635	0.04826	0.1406	0.1004	0.02364	0.1076	0.1019	0.04824	0.02805	0.0	0.0	0.008776	0.005714	0.01635	0.02355	0.03011	0.009965	0.0	0.0069	0.0107	0.2256	0.0	0.0	0.0	0.0	0.0	0.0	0.03216	0.0	0.03993	0.001615	0.006544	0.008752	0.007221	0.04743	0.05962	0.02306	0.01467	0.008544	0.06756	0.03137	1.777	0.1098	0.0	0.01751	0.1468	0.0	0.0	0.4132
AVPR1A	0.0	0.0	0.01935	0.02937	0.04549	0.2905	0.4081	0.1617	0.00638	0.0	0.0038	0.0216	0.00829	0.0	0.0	0.0	0.0	0.01535	0.0	0.0	0.0	0.0	0.01389	0.0	0.0	0.0	0.0	0.04209	0.02263	0.0	0.0	0.1501	0.0	0.01843	0.0	0.01862	0.0	0.01356	3.055	0.4634	0.8551	0.4903	0.03313	0.0	0.0	0.02805	0.005752	0.05705	0.03908	0.005714	0.03252	0.01182	0.005062	0.0	0.1777	0.9665	0.02132	0.0	0.0	0.0	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007352	0.0	0.0	0.0	0.0	0.0	0.06495	0.0	0.0	1.278	0.0	0.1026
NOTCH3	0.782	1.522	1.079	1.899	0.5346	0.4667	0.0932	0.2722	1.322	2.039	1.046	1.369	1.463	1.733	0.5912	0.04053	0.2529	0.4921	0.1018	0.09642	0.01813	0.05644	1.192	0.5987	0.7303	0.02615	0.2259	0.1422	1.445	1.433	0.84	1.122	1.574	1.309	0.8184	0.616	1.185	3.26	4.686	4.567	4.769	4.673	0.0	0.0	0.04824	0.03359	0.04538	0.03287	0.1582	0.02272	0.01092	0.4193	0.1074	0.0	0.1691	0.2875	0.04233	0.0	0.0	0.0	0.0	0.0	0.0	0.08109	0.0791	0.3237	0.0	0.0	0.0	0.0	0.02156	0.01598	0.04896	0.0	0.0507	0.1073	0.0	0.0	0.0	0.1098	0.03284	0.0	0.1698	0.0	0.02623	0.3727
SEMA5B	0.0	0.0	0.0	0.02937	0.01151	0.0	0.0	0.02124	0.00956	0.0	0.03012	0.0216	0.00829	0.0	0.1008	0.0	0.0	0.0	0.0	0.0	0.0	0.004421	0.01734	0.0	0.0	0.0	0.004284	0.01064	0.1617	0.05752	0.2133	0.04158	0.2463	0.215	0.1429	0.0	0.06586	0.8349	2.569	1.978	1.686	0.2409	0.0	0.0	0.0	0.1091	0.04538	0.03287	0.1223	0.3581	0.601	0.4015	0.4969	0.04915	0.03355	0.1002	0.04233	0.09453	0.01159	0.05375	0.01639	0.04074	0.0	0.04111	0.01617	0.0	0.02011	0.0	0.0	0.002923	0.0	0.004012	0.005523	0.005799	0.0	0.0	0.0	0.06207	0.0	0.01262	0.0	0.0	0.0	0.0	0.0	0.07761
DGKG	0.0342	0.06368	0.06973	0.334	0.3833	0.1349	0.1067	0.2483	0.01273	0.07938	0.02639	0.04287	0.06502	0.1282	0.195	1.918	0.0	0.1185	1.918	0.108	0.0	0.0	0.05812	0.2057	0.2132	0.1738	0.05885	0.2176	0.439	0.08237	1.076	0.723	0.8951	0.4905	2.05	1.296	1.718	3.916	5.654	6.103	5.246	6.03	0.6464	0.5545	0.1064	0.1351	0.1787	0.02472	1.228	0.3035	0.9408	1.33	0.5498	0.1562	0.009667	0.9946	0.3341	0.2969	0.05703	0.4103	0.01639	0.02051	0.0615	0.1948	0.7453	0.3237	0.9974	0.0	0.4159	0.6966	0.6457	0.8089	0.5233	1.215	1.023	1.597	0.4931	0.3626	0.3639	0.3574	1.398	0.5972	1.099	3.143	0.02623	2.473
EGFL6	0.2962	0.7522	0.3087	0.09566	0.427	0.1743	0.2308	0.02825	0.0159	1.24	0.1481	0.1316	1.018	0.4063	0.0	0.0	0.0	0.01535	0.0	0.0	0.006068	0.0	0.00696	0.005253	0.0	0.0	0.004284	0.06268	2.481	2.547	2.091	2.765	2.588	2.747	0.5198	0.5662	1.526	2.777	5.142	4.238	5.636	5.832	0.2459	0.1408	1.825	0.4069	0.1888	0.01653	0.261	0.06164	0.1057	0.8563	0.3214	0.01492	0.009667	0.4175	0.04233	0.0598	0.1543	0.03605	0.0326	0.0	0.0	0.0	0.1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008544	0.0	0.0	0.05794	0.0	0.0	0.0	0.4404	0.0	0.1743	0.6001
PDGFRB	0.01149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038	0.007235	0.0	0.06552	0.0	0.07995	0.0	0.0	0.1018	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.01706	2.031	2.671	3.218	2.218	2.504	2.192	2.274	1.562	2.64	1.375	3.586	5.009	5.254	5.18	5.97	2.293	2.313	0.1401	0.09321	0.1888	0.0	0.3186	0.09418	0.1309	1.072	0.4042	0.106	0.08932	0.5127	0.05273	0.03618	0.05703	0.1056	0.1561	0.08036	0.04129	0.5906	0.3065	0.05092	0.0	0.0	0.0	0.002923	0.0	0.0	0.0	0.02306	0.0	0.008544	0.0	0.0	0.1407	0.0	0.0	0.01751	0.4019	0.0	0.07731	0.5646
EBF2	0.02855	0.005415	0.0	0.03903	0.0	0.01456	0.02387	0.007114	0.0	0.0	0.01137	0.007235	0.0	0.06552	0.0	0.0	0.0	0.007695	0.6643	0.0	0.0	0.0	0.01043	0.01049	0.0079	0.0	0.0	1.584	0.7818	0.1544	0.0	0.131	0.09922	0.3879	0.6128	0.037	0.04968	0.09234	3.396	2.775	1.101	2.22	0.0	0.2691	0.0	0.08789	0.2482	0.02472	0.106	0.2467	0.2324	0.1784	0.06445	0.03945	0.182	0.4175	0.0107	0.0	0.0	0.01814	0.0	0.02051	0.0	0.0	0.03216	0.0	0.02011	0.0	0.0	0.0	0.0	0.0	0.0	0.005799	0.0507	0.0	0.0	0.06207	0.0	0.01262	0.0	0.0	0.1468	0.0	0.1743	0.3727
LINC01197	0.0172	0.01081	0.00648	0.009857	0.01151	0.0	0.02387	0.03522	0.0	0.0	0.0038	0.0	0.0	0.0	0.1008	0.04053	0.0	0.0	0.2272	0.0	0.0	0.0	0.003484	0.0	0.0	0.0	0.0	0.5881	1.441	0.1249	0.5176	0.7917	0.8951	0.3078	0.1985	0.1595	0.06586	0.6124	3.471	2.651	2.305	1.604	0.0	0.0	0.1512	0.01128	0.01719	0.2924	0.04336	0.0	0.05908	0.0177	0.01011	0.2305	0.523	0.66	2.914	3.011	0.0	0.0	0.0	0.0	0.0	0.0	0.01617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02548	0.0	0.0	0.0	0.0	0.0	0.01751	0.0	0.0	0.07731	2.368
ABCC9	1.158	0.8214	0.3087	0.5655	0.1218	0.0898	0.02387	0.1425	0.249	0.8742	0.2572	0.3579	0.2788	0.9129	0.2834	0.4843	0.2529	0.06782	0.03473	0.06101	0.0	0.0176	0.7101	0.6331	0.8668	1.594	1.056	2.132	2.703	1.194	2.157	2.285	2.441	1.932	1.519	0.7778	1.404	0.7238	3.907	3.331	2.021	3.518	0.01113	0.02097	0.7041	0.0501	0.02287	0.008289	0.2462	0.0114	0.08515	0.06951	0.03506	0.0	0.06171	0.3594	0.0	0.0	0.0	0.0	0.0	0.0	0.02079	0.0	0.1394	0.07573	0.0	0.0	0.0	0.0	0.0	0.004012	0.0	0.0	0.0	0.01704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02623	0.244
SSTR2	0.1737	0.1296	0.04476	0.194	0.02293	0.004868	0.009595	0.02124	0.00956	0.02208	0.0	0.007235	0.0	0.03313	0.0	0.3617	0.0	0.1113	0.8897	0.2924	0.009093	0.0	0.01043	0.005253	0.1645	0.001884	0.004284	0.03168	0.1098	0.6503	0.03781	0.1501	0.02351	0.02755	0.02482	0.209	0.01675	0.09234	2.548	0.6817	1.068	0.6659	1.102	0.597	0.03633	0.02805	0.02853	0.008289	0.03049	0.02272	0.07997	0.02355	0.05472	0.004991	0.1029	0.2704	0.0107	0.02422	0.0	0.01814	0.0	0.08036	0.0	0.0207	0.04798	0.3442	0.03993	0.006449	0.0	0.002923	0.01441	0.0	0.09632	0.01158	0.03639	0.0	0.03417	0.1216	0.0	0.02513	0.0	0.102	0.0	0.0	0.0	0.3931
ADAMTS4	0.0	0.0	0.0	0.0	0.03425	0.0	0.0	0.2898	0.0	0.0	0.0	0.0	0.0	0.03313	0.0	0.0	0.0	0.0	0.06865	0.0	0.0	0.0	0.0	0.0	0.01576	0.0	0.0	2.158	1.55	1.697	0.791	1.569	2.516	0.9111	0.6846	1.193	0.2613	0.4323	4.301	3.156	3.055	2.937	0.2459	0.3706	0.7846	1.059	2.32	1.337	1.217	0.4984	0.1409	0.07516	0.1538	2.253	2.924	2.875	1.786	1.517	0.0	0.01814	0.0	0.0	0.0	0.0	0.01617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1446	0.0	0.0	0.6842	0.0	0.0	1.285
