UID	aCap	Adventitial FB	Alveolar FB	Alveolar macrophage	Arteriole	AT1	AT2	B cells	Basal	CD4	CD8/NKT	cDC1	cDC2	Ciliated	Differentiating ciliated	gCap	Inflamed	Inflammatory monocyte	Interstitial macrophage	KRT5-/KRT17+	Lymphatic	Mast	Mesothelial	moDC	Monocyte	Monocyte-derived macrophage	MyoFB	MyoFB - Activated	NK	pDC	Pericyte	Plasma	PLIN2+ FB	PNEC	Proliferating - Epi	Proliferating - Imm	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	SMC	Systemic venous	Transitional AT2	Venule
LILRB4	0.008036285	0.001001044	0.006893689	0.250569283	0.00370156	0.001845408	0.005865309	0.004324793	0.003735982	0.02289716	0.020959629	0.386240852	0.565966079	0.010762894	0.009409231	0	0	0.615344687	1.534790493	0.005080011	0	0.056012673	0.013672242	0.769906312	0.594410583	0.773164075	0.012260202	0.033589251	0.026116372	1.402546779	0.000662752	0.169401036	0.004028444	0	0	0.486928555	0.018828412	0.008441565	0.007100224	0.010528374	0.005626557	0.00103654	0.006979174
MS4A6E	0	0	0	0.008610378	0	0	0.000623269	0	0.00040378	0.000490351	0	0	0.015551058	0.000553574	0	0	0	0.015781421	0.138312396	0	0.001427398	0.004257643	0	0.021448764	0.00286981	0.02741307	0	0.014492164	0	0.007581691	0	0	0	0	0	0.010451779	0.000400282	0	0.00105721	0	4.30E-05	0.000936637	0
SLC1A3	0.019980516	0.07669128	0.146764006	0.353688873	0.007399941	0	0.005515757	0.005002911	0.157313221	0.003263544	0.015992864	0.34505004	0.166674566	0.032581537	0.016636171	0	0	0.378820337	1.056781742	0.090621864	0	0.036181193	0.074073362	0.572705903	0.178526929	0.48921354	0.02846768	0.093330614	0.002602757	0.011712808	0.021497129	0.018974214	0.171674338	0	0.013768972	0.329452526	0.010041142	0.007494108	0.003272296	0.005099197	0.004762363	0.010872687	0.006915073
AL356417.3	0	0	0	0.054014264	0	0	8.21E-05	0	0.001478017	0.000363568	0.00152156	0	0.013737872	0.000264251	0	0	0	0.01411169	0.153788146	0	0	0.000637844	0.012294734	0.010737418	0.011087725	0.047267819	0	0	0.000574877	0.051237395	0.000429431	0.001061729	0	0.009057248	0	0.038827499	0.000254255	0.002115645	0.000126179	0	0	0	0
KCNJ5	0.005972192	0.00209883	0.000626214	0.005150736	0.002891831	0.003812256	0.092140352	0	0.030676303	0	0	0	0.000894787	0.000918919	0.002133717	0	0	0.002948107	0.198066485	0.00978232	0	0.020677982	0	0.024898448	0.000699346	0.043449055	0	0.005791199	0.00137157	0	0	0	0	0	0.029335125	0.014158826	0.001342621	0	0.015998729	0	0.000141961	0.091554168	0
LIPA	0.310066176	0.381575607	0.384087354	1.206393756	0.319509056	0.295437035	0.226765089	0.172451621	0.418299833	0.229416883	0.243518532	0.094502987	0.416424275	0.199105737	0.209350006	0.206905056	0.328878301	0.855606566	1.917468906	0.397723473	0.400267383	0.324360833	0.240419391	0.790065441	0.490486532	1.115292515	0.367821794	0.255088857	0.251932245	0.232997651	0.31328763	0.131067772	0.221606552	0.306532427	0.188401416	0.650366127	0.228756084	0.228461655	0.285000872	0.163235896	0.322794425	0.339902823	0.316824978
MFSD12	0.093006589	0.04825837	0.077130374	0.364446018	0.088811527	0.06717195	0.06401312	0.043656373	0.04546369	0.094571843	0.059384735	0.166195345	0.261109443	0.078268638	0.121425189	0.132468212	0.122525585	0.255265775	0.972194194	0.212674197	0.047512743	0.048294796	0.058169216	0.361050453	0.163731862	0.398649701	0.108907274	0.157769151	0.041853332	0.369680498	0.082846782	0.147073032	0.086514303	0.06323211	0.061873214	0.289425871	0.098901764	0.044563492	0.086837587	0.04880037	0.044634334	0.169426373	0.037549377
MRAS	0.151366123	0.225995853	0.17505619	0.309547129	0.106165562	0.28701003	0.043786653	0.001510687	0.150161491	0.004358926	0.005361302	0.149409805	0.130680913	0.01028774	0.036498902	0.22365607	0.231737101	0.151688963	0.858961028	0.144030565	0.25978948	0.078790337	0.136662633	0.167927867	0.057206213	0.334712998	0.339035149	0.260170928	0.000544266	0.033505117	0.127007578	0.004085811	0.18592274	0.06528441	0.051677081	0.194766633	0.045769649	0.037996246	0.060660764	0.174642934	0.130984192	0.138052043	0.236004154
AC005280.2	0.003315044	0.007952645	0	0.022488623	0.001290799	0.001198632	0.001653082	0	0.000547021	0.003287774	0.001809661	0.002487593	0.06752542	0.001762203	0	0	0	0.138860677	0.415976357	0	0.000136874	0.02272115	0	0.065303556	0.2721532	0.114273491	0	0.024048727	0	0	0.002622232	0.000853341	0.000602366	0	0	0.035951176	0.000655204	0.003553095	0.000401894	0	0.004318621	0.003129699	0.001823029
AC004988.1	0	0	0.000476016	0.031320519	0	0	0	0	0	0	0.00012976	0	0.000268802	0.00027907	0	0	0	0.001578338	0.080352034	0	0	0.000746243	0	0.002987254	0	0.023761536	0	0	0	0	0	0	0	0	0	0.015232312	0	0	0.000152858	0	0.000207614	0.00096217	0
C11orf45	0.007163276	0.002680709	0	0.056202722	0.000894029	0.016233269	0.012154032	0	0.028083172	0.000986909	0.000988747	0.00106344	0.02018914	0.002229872	0.004144515	0	0	0.021321167	0.270033136	0.022583253	0.000232678	0.018259671	0.015612407	0.044854475	0.005779077	0.06797382	0	0	0	0	0.010213647	0.003188449	0.004476705	0	0.028129273	0.040340248	0.010424546	0.005149933	0.007924677	0.009703844	0.000471088	0.045948303	0.000186232
OCSTAMP	0	0	0	0	0	0	3.15E-05	0	0	0	0	0	0.001729734	0	0	0	0	0.000324328	0.042657085	0	0	0	0	0.001165028	0	0.001409083	0	0	0	0	0	0	0	0	0	0.001971687	0	0	0	0	0	0	0
HSD3B7	0.024435853	0.278956323	0.08668192	0.476358411	0.025483352	0.041807846	0.049690813	0.002549403	0.042871281	0.006275342	0.027627165	0.132215234	0.085058777	0.013600491	0.025130787	0.078895866	0.050375972	0.082987756	0.914679978	0.059324266	0.214572719	0.073080212	0.294776337	0.135582337	0.029449222	0.419964448	0.029335215	0.212576807	0.009503217	0.02222704	0.054385909	0.041963388	0.154979037	0.136225032	0.078231373	0.164491473	0.030214839	0.023315571	0.038780839	0.071182752	0.114840764	0.088351529	0.090364449
GM2A	0.044001306	0.215080094	0.13466133	0.813987156	0.06162027	0.117841885	0.13868498	0.320658017	0.292763035	0.146040313	0.055327995	0.300842355	0.427057561	0.108220591	0.075024311	0.020354484	0	0.304672594	1.554818838	0.127833389	0.073128872	0.614370482	0.131715233	0.466068532	0.363957258	0.699466734	0.071529509	0.171945957	0.047400993	0.409371487	0.052360229	0.36374605	0.144114608	0.01124239	0.086537974	0.432308936	0.088082423	0.075146512	0.122975837	0.089866522	0.08234938	0.1017376	0.041731046
FAM20C	0.015539237	0.206237525	0.203891389	0.081542598	0.03787103	0.047085661	0.052934233	0	0.047606732	0.008048426	0.001468386	0.011225537	0.051651735	0.020639824	0.031679031	0.023815503	0	0.092652078	0.705930817	0.085458044	0.005839016	0.029570021	0.078918836	0.119761219	0.101946616	0.240879605	0.188508161	0.317785911	0.006183873	0.019179536	0.094568162	0.002898761	0.184764963	0	0.045791564	0.136101199	0.054906083	0.01616183	0.040438114	0.165266878	0.009362447	0.038861094	0.032690384
MATK	0.100676667	0.002683334	0.00491662	0.086728882	0.013030068	0.002003084	0.001471462	0.055372381	0.00456769	0.112869924	0.755383239	0.015393958	0.124619944	0.030868568	0.013240983	0.057587733	0	0.069849524	1.220698504	0	0.00924895	0.526498799	0.009154334	0.187614818	0.007041797	0.344390067	0	0	1.046078384	0.07721446	0.000750078	0.015906856	0	0	0.003349024	0.241250889	0.006265069	0.002821719	0.002219504	0.003950954	0.000895813	0.013791134	0.004335818
SLC26A11	0.063437184	0.071246629	0.105092058	0.066318996	0.060901942	0.090669837	0.08853432	0.009200259	0.103411323	0.049066666	0.032193248	0.010238659	0.026205022	0.063932254	0.085502308	0.052289627	0.050375972	0.048416776	0.535722598	0.143306354	0.077475078	0.015028978	0.059548447	0.061310486	0.031781805	0.148347125	0.110782282	0.049576434	0.025036395	0	0.038147397	0.022273211	0.080959593	0.201635237	0.057450986	0.061582388	0.058841133	0.102827752	0.089746136	0.081209061	0.067014548	0.108324458	0.062743799
SLAMF9	0.001009286	0.000530702	0.000526497	0.013678218	0	0	0.000100712	0	0	0	0	0.021261849	0.022475458	0.000383916	0	0	0	0.028109863	0.166783764	0	0	0.008550803	0	0.024950852	0.010581146	0.05559413	0	0	0	0	0	0.002422592	0	0	0.00132863	0.041816318	0.001111332	0.000213287	0.001560525	0.000454853	6.99E-05	0.001293909	0.000215735
AC147651.4	0.007204863	0.005117988	0	0.04695987	0.003529639	0	0.000703785	0.000677659	0.000348273	0.079593592	0.008175884	0.004768319	0.009126421	0.001488679	0	0	0	0.024739119	0.271259433	0	0	0.013249214	0	0.017927662	0.047809839	0.079869028	0.017027217	0	0.006684924	0	0.003502587	0.004274568	0.008345179	0	0	0.036041757	0.000214499	0.003637564	0.00586468	0.002777238	0.008673918	0	0.002169168
FABP3	0.002654843	0.187505012	0.016013454	0.477249184	0	0.000744098	0.007081818	0	0.008972374	0.016678534	0.000323	0.001900146	0.030072889	0.003204423	0.003227241	0	0	0.019914263	0.8109276	0.010969815	0.012058928	0.046130585	0.017921438	0.097775884	0.004234545	0.240349482	0.080080391	0.042460627	0.004511447	0.023696953	0.018005208	0.012129392	0.003647627	0.047601676	0.024033226	0.09843576	0.00704794	0.007364817	0.0173087	0.175666769	0.001112556	0.019494407	0.002655711
HS3ST2	0.000132094	0.009923443	0.036742897	0.000425211	0.000936476	0	0.000586917	0	0.000484964	0.00905397	0	0	0.000633871	0.00094804	0.001672566	0	0	0.005155682	0.299123215	0	0.027862766	0.002486092	0	0.001737364	0.00041985	0.053084818	0.031445541	0.020834055	0	0	0.012101095	0	0.005687868	0.085986184	0	0.008081804	0.000140033	0.000434472	0.000114646	0.008188353	0.002070881	0	0.004590563
SIGLEC15	0	0	0.000782412	0.005060014	0.001439895	0	0	0	0.000262091	0	0.000561484	0.050631181	0.012810649	0.003473165	0.001821129	0	0	0.008032604	0.20352809	0	0.001076218	0.000232222	0.000549421	0.009761279	0.013228233	0.009239455	0.019624548	0	0	0	0.00314816	0.001746572	0	0	0	0.032798	0	0	0	0	0.000299202	0	0
CHI3L1	5.28E-05	0.035450105	0.133490266	0.00506384	0.004427175	0.022135045	0.470939266	0.001711439	0.052687414	0.00561135	0.014796839	0.011611755	0.016011563	0.005121279	0.040001752	0	0	0.011887769	1.290285044	0.072803061	0.005804139	0.024401027	0.846923593	0.019217355	0.005707891	0.080107765	0.013643341	0.142943707	0.007674635	0.002955388	0.008312344	0.005100432	0.255770834	0	0.155203857	0.091863976	0.085035039	0.065920698	0.121742899	0.005940941	0.006642317	0.317467316	0.009898621
HAMP	0.000182439	0	0.001055654	0.013145181	0.001687954	0.010017725	0.005579219	0.001435138	0.001613816	0.010508191	0.00098254	0.011680009	0.04612942	0.002133352	0	0	0	0.030966404	0.37388451	0.001509305	0.001309818	0.013194672	0.003919016	0.059512247	0.017522515	0.133472828	0	0.002941223	0.003864566	0.028995265	0	0.025697427	0	0	0.007668574	0.081120985	0.001231203	0.002050849	0.002037127	0.002698458	0.001973423	0	0.005276642
NR1H3	0.020786605	0.213659738	0.156255368	0.339559473	0.086529657	0.007006422	0.115908637	0.029950743	0.061913609	0.016671102	0.006497114	0.016886087	0.03068858	0.040118351	0.055624531	0.058273348	0	0.1512518	1.043217994	0.045162258	0.259400307	0.067409952	0.111261918	0.073978864	0.038168545	0.366047085	0.148448581	0.127399746	0.056771207	0.017472752	0.325397454	0.007072743	0.160077996	0.086713563	0.077018022	0.16793018	0.057246045	0.063705935	0.0801207	0.116995152	0.056468466	0.058972354	0.049948975
SLC29A3	0.007826392	0.058002656	0.118074426	0.187381511	0.020060738	0.003630597	0.022599247	0.050868489	0.053432866	0.063387952	0.043951308	0.090181958	0.156160428	0.077170578	0.05396401	0	0	0.084267913	0.796538207	0.060527813	0.025935246	0.053163309	0.014755669	0.161625022	0.044380656	0.215160249	0.048451855	0.191518808	0.038559372	0.248358228	0.01917091	0.073812106	0.074420648	0.059364881	0.031718334	0.143555481	0.058725513	0.029222602	0.040219531	0.021850108	0.021248775	0.020607853	0.012222832
DNASE2B	0	0.008666045	0.001316792	0.104536504	0	0	0.00107473	0	0.000285954	0.000498339	0.000117559	0	0.000615389	8.48E-05	0	0	0	0.003539685	0.346170063	0	0.001438588	0.004438538	0.00309905	0.003928547	0.000264569	0.040578311	0	0	0	0	0	0.000753929	0	0	0.000886434	0.037375961	0.000307464	0.01008859	0.004709902	0.001528929	0.000336021	0	0
DCSTAMP	0.001971579	0.004433781	0	0.200539172	0	0	7.45E-05	0	0.005822733	0	0.003841217	0	0.008985881	0.000763659	0	0	0	0.014993293	0.508753624	0	0	0.006580252	0	0.02357676	0.012100038	0.094996053	0	0.013345493	0	0	0	0	0	0	0	0.066804236	0.000747873	0	0.000139809	0.000500663	0.000153745	0	0.000224541
COL22A1	0	0	0.006811919	0.004234554	0	0	0.000792623	0	0.001189816	0.001030695	9.20E-05	0	0.001796514	5.79E-05	0.00375467	0	0	0.00051922	0.288612302	0.055536185	0	0.003959879	0.000976265	0.006276578	0.000690694	0.032431956	0	0.013357218	0	0	0.00031415	0	0	0	0.00326983	0.013549085	0.001338074	0.000745498	0.000285808	0.001724958	0.000628106	0.008254215	0
AC015660.2	0	0	0	0.00654082	0.000313643	0	0	0	0.00042449	0	0.000207237	0.009898407	0.003653836	7.45E-05	0.000456185	0	0	0.00264125	0.309309091	0	0	0.008512484	0.048965172	0.005657022	0	0.0108017	0	0	0	0	0	0	0.014425243	0	0	0.010571447	0.000390767	0	0.000118559	0.0030129	7.28E-05	0	0.000681345
OTOA	0.003260299	0	0.003992816	0.053596397	0.011261666	0	0.002163642	0.013369386	0.01769502	0.007265189	0.008351414	0.023214361	0.026278359	0.006079773	0.011140739	0.00594793	0	0.067186532	0.679445719	0.008903434	0.001410591	0.026181029	0	0.093909802	0.014244889	0.246506414	0	0	0.012084836	0.012411399	0.009754933	0.005083665	0.008132974	0	0	0.100996233	0.001170916	0.001373378	0.001858161	0.006640566	0.001897533	0	0.00332787
ZMIZ1-AS1	0.002313548	0.003796046	0.01489458	0.004704753	0.000775592	0.001663951	0.006362235	0	0.010965182	0.001012594	0	0.001900146	0.003459426	0.004623717	0.008877521	0.025232599	0	0.004788011	0.303684606	0.00992825	0.002739633	0.012019426	0.000241337	0.012730009	0.002669613	0.062535697	0.010644867	0	0	0.005308333	0	0	0.00257925	0	0	0.023971521	0.000662378	0.000177402	0.020581545	0.001098436	0.002620804	0.003332016	0.000660067
MMP9	0.013693538	0	0.020768022	0.002463244	0.001036215	0.012042865	0.008132637	0.044072708	0.003765427	0.024512363	0.018193537	0.052900395	0.180025283	0.004608891	0.016399785	0	0	0.069814762	1.15911446	0.043839948	0	0.016074923	0.000314545	0.116827236	0.029187996	0.143449829	0	0.07589319	0.018854227	0.00270475	0.007026836	0.003737519	0.013743513	0	0.004556127	0.31213595	0.008141434	0.004343435	0.006061126	0.00696398	0.004213032	0.003953243	0.008647081
ATP6V0D2	0	0	0.000457108	0.027499084	0	0	0.000148067	0.00340576	0.000340121	9.00E-05	0.000192388	0.00136255	0.008620109	0.000346193	0	0	0	0.001860101	0.383232782	0	0	0.004974679	0	0.008016271	0	0.040832461	0	0	0	0	0	0	0	0.244670773	0	0.030301819	0.000435799	0	0.001533614	0	0.000474515	0	0
PLA2G7	0.003372417	0.009188458	0.035116709	0.089696248	0.009086283	0.003654244	0.009202391	0.104496794	0.030721195	0.008081256	0.009796513	0.09457088	0.107683675	0.006020998	0.012877872	0	0	0.234793353	1.469939382	0.007157043	0	0.052381578	0.008018476	0.299325566	0.215710106	0.587906043	0.016920886	0.017661754	0.023923918	0.022222154	0.008831181	0.018363153	0.026278978	0.072646343	0.016816465	0.169612822	0.006214088	0.019821477	0.0129343	0.006684799	0.007860759	0.011397188	0.005170019
SPP1	0.085153951	0.070646137	0.064053443	0.053130625	0.080866575	0.041169017	0.046132735	0.126280601	0.10110938	0.095963968	0.1343599	0.138921354	0.147671243	0.110152536	0.096707505	0	0	0.147711314	2.102016928	0.069657266	0.047933356	0.113239776	0.033183166	0.288418142	0.055720955	0.679721351	0.067384249	0.119668843	0.068072767	0.147992619	0.0652369	0.093769328	0.060547746	0.185758174	0.064932579	0.488724678	0.087942917	0.097225601	0.081940853	0.066556783	0.228261685	0.051611832	0.079336399
AC015660.3	0	0.000894859	0	0.005229933	0.000566585	0	0.000282306	0	0	0.001202303	0.000185845	0.005363363	0.002013419	0.000280634	0.0011242	0	0	0.000875114	0.386101134	0	0	0.000405553	0.057154735	0.007044737	0.000313029	0.009732799	0.016920886	0	0	0	0	0	0	0	0	0.012899923	0.000194009	0	0	0	0.00103695	0	0.000787387
COL4A2-AS2	0	0	0.001126805	0	0	0	6.38E-05	0.000733809	0.000424902	0.007428744	0	0.001822055	0.002878206	0.000898313	0	0	0	0.005838393	0.250220949	0	0	0.003944434	0	0.004537119	0.001125029	0.017411632	0	0	0	0	0.000710107	0	0	0	0	0.009752474	0.000321873	0	0.000124454	0	0.000162011	0	0
TM4SF19	0	0.003753464	0.001004076	0.038070936	0.001038247	0	0.000814767	0.00062128	0	0	0.012280025	0	0.001698116	0.00064397	0.004979015	0	0	0.00828961	0.739817556	0	0.002363952	0.010442697	0	0.019348981	0.010076291	0.114303071	0	0	0.042463308	0.007581691	0.010341611	0.007076207	0	0	0	0.030728225	0.000698755	0	0.000957122	0	0.000995564	0	0.000309164
HTRA4	0	0.003870786	0.003062349	0.033573022	0	0	0.000706185	0	0.000860791	0.003074497	0.00224083	0.006606004	0.009373605	0.000266647	0	0	0	0.008702622	0.360847574	0.003030306	0.001356892	0.011623242	0.001715901	0.025522329	0.000945023	0.066251737	0	0.00117184	0	0	0.010561771	0	0.026156165	0	0	0.026347595	0.00023649	0	0.000941588	0	0.000518115	0	6.71E-05
LINC01010	0	0.000195083	0.00104124	0.007722427	0.007542771	0.011793985	0.000826281	0.000342789	0.002323747	0.004378454	0.001106278	0.032097868	0.063150361	0.001032246	0	0	0	0.028025561	0.582798264	0.010621598	0	0.017991752	0.000692122	0.079085247	0.006599102	0.084629773	0	0.001689764	0	0	0	0.007453144	0.000253164	0	0.002706245	0.03317326	0	0.002083544	0.001212555	0	0.000713417	0	0.000190193
CHIT1	0.003218804	0.000154289	0.002815001	0.007825907	0	0	0.003683574	0.007641753	0.004817503	0.015573487	0.000564763	0.015537599	0.008804947	0.001753817	0.005267927	0.007285845	0	0.013793574	1.134611193	0.00230823	0.000477365	0.005520945	0	0.009569714	0.004034482	0.113166818	0	0.00587805	0.007497935	0	0.000744709	0.000727395	0.004171502	0	0.00088695	0.06497718	0.002859561	0.000999431	0.003342907	0.001828664	0.00662409	0	0.000646746
INAVA	0	0.002295822	0.000316226	0.000543823	0	0.173073419	0.049217278	0.033217038	0.200945906	0.002827794	0.002895849	0	0.001490599	0.143267042	0.20558775	0	0	0.001252707	0.00030769	0.570561074	0	0.000568715	0.002621526	0.000239452	0.000181252	0.00078777	0	0.018071291	0.000533546	0	0	0.004754516	0	0	0.161132931	0.003979737	0.261811251	0.188661675	0.148068471	0	0	0.204829688	0.000976939
TUBB3	0.050150418	0.190758184	0.150662653	0.001459638	0.029062614	0.000972106	0.00269506	0	0.054011086	0.002792919	0.000600774	0.00353282	0.00348065	0.000836998	0.002710772	0.010746981	0	0.007160541	0.026942654	0.587814209	0.013697981	0.020289273	0.224705349	0.009864617	0.0025789	0.028016048	0.094158006	0.361948022	0	0.022589682	0.167139159	0.010998345	0.256992673	0.368439995	0.039417521	0.01120009	0.005577593	0.006594146	0.029722334	0.029776808	0.036373716	0.126230093	0.015396441
HES2	0	0	0	0.036197509	0.000455167	0	0.002196534	0	0.057991653	0.00441801	0.000716188	0	0.000123849	0.118258631	0.112176683	0	0	0.000458633	0.051852926	0.24223211	0.009941797	0.002219765	0	0.000529777	0.000267557	0.009641871	0	0.001914514	0.001365836	0	0.000408902	0.000780263	0	0.010199992	0.033703327	0.00528082	0.016522929	0.002527193	0.011695292	0	0.001712907	0.034688565	0.000261693
GPR87	0	0	0	5.06E-05	0	0.006890913	0.021366411	0.000728672	0.394137815	0.004981373	0.001608591	0	0.000728345	0.005455895	0.075826246	0	0	0.000136945	0.000200281	0.442577517	0	0	0.001793439	0.000326625	0.00032112	0.00055583	0	0	0	0	0	0	0.003277042	0.013223902	0.119798608	0.00107961	0.124676563	0.042516782	0.110959968	0	0	0.064956403	0
PKHD1	0	0	0	0	0.000775447	0.000805825	0.014946596	0	0.001475792	0	0	0	0	0.000199486	0	0	0	0	0	0.092267071	0	0	0	0	0	6.17E-05	0	0	0	0	0	0	0	0	0.00201151	0	0.000883292	0.007549787	0.014477228	0	0.000161824	0.03277528	0.000448761
ZNF486	0.027342133	0.026904134	0.063610454	0.029068665	0.031079631	0.035231427	0.081972428	0.050210521	0.179797398	0.031332672	0.048848591	0.018709276	0.042916373	0.085723547	0.082396388	0.030888513	0	0.023296418	0.008407802	0.447824688	0.0490453	0.062420611	0.023828239	0.024964192	0.006952934	0.016764059	0.030433746	0.049736236	0.030292264	0.022088123	0.038263833	0.032649308	0.042279348	0	0.057596951	0.042506553	0.086893669	0.099392776	0.144994858	0.032567525	0.026521297	0.131806978	0.023157016
MACC1	0.004680976	0.007770456	0.00557582	0.255756024	0.002099628	0.295042049	0.275981109	0.073451819	0.207646892	0.018720482	0.049059211	0.12573967	0.209087029	0.247025599	0.452155258	0	0	0.026898019	0.041703673	1.085154224	0.012932723	0.010916035	0.001789267	0.100023996	0.004038709	0.096276549	0	0.004989349	0.001596214	0.018041388	0	0.063306062	0	0.578843926	0.356614606	0.114684728	0.349469384	0.4096373	0.41546947	0.004617507	0.001348409	0.599971831	0.001047976
LAMC2	0.007898986	0.029151628	0.006505342	0.000402622	0.001458316	0.911306683	0.090747447	0	0.368678206	0.001227329	0.003500644	0.00453773	0.001056227	0.783668118	0.590946949	0	0	0.000603899	0.001504603	1.316680741	0.038971636	0	0.212535742	0.000998799	0.000676369	0.001936468	0.026048475	0.03901319	0	0	0.000423817	0.00381641	0.004627371	0	0.27615681	0.000155501	0.106919222	0.096599693	0.148731399	0.019013739	0.014623327	0.598835009	0.001438575
LGR5	0.033354609	0.044533016	0.06419661	0.000142826	0	0	0	0.005656981	0.00521639	0	0	0	0	0.000353007	0	0	0	0	0	0.171179863	0	0	0.000770801	0	0	9.77E-06	0.009921209	0.00490652	0	0	0.001655422	0	0.000112061	0	0.011154511	0	0	0.000510833	0.000253601	0.010139548	0	0	0.000177948
C6orf222	0	0	0	0	0.001638464	0	0.000167506	0	0	0	0	0	0	0.000313368	0	0	0	0	0	0.021457062	0	0	0	0	0	0	0	0.000666462	0	0	0	0	0	0	0	0	0.000307735	0	0.002197971	0	0	0.000525454	0
HNF4A	0	0	0	0	0	0.003209662	0	0	0.000224942	0	0	0	0	0.039764303	0.051480855	0	0	0	8.85E-05	0.105644812	0	0	0.000618942	0	0	8.26E-06	0	0	0	0	0	0	0	0	0.001144174	0	0	0	0	0	9.06E-05	0.002589045	0
AMIGO2	0.122514553	0.018435428	0.029511874	0.599045919	0.058319328	0.093396632	0.022485524	0.05871752	0.184099236	0.065280243	0.057553807	0.043055008	0.021886614	0.063177267	0.060352917	0.069725721	0	0.011903897	0.049073347	0.816746365	0.020641391	0.053068967	0.047332	0.033778955	0.007495968	0.2115484	0.131726171	0.07077606	0.027788819	0.046906712	0.053654522	0.048843458	0.066601686	0.271889603	0.014779042	0.102866663	0.009841212	0.04377095	0.042022375	0.262906833	0.064231377	0.098049174	0.066874245
KRT75	0	0	0	0	0	0	0	0	0.005963878	0	0	0	0	0	0	0	0	0	0	0.069854413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007321344	0	0	0	0	0	0	0	0
TGFB2	0.057068546	0.054551039	0.06721234	0.000451521	0.027563057	0.343963	0.048459088	0.005073102	0.093596377	0	0.000638587	0.006740835	0.029684	0.054732421	0.094502365	0.014613172	0	0.010693955	0.011078798	0.603760741	0.144531001	0.000749384	0.138751251	0.038068398	0.001599916	0.007438332	0.168479545	0.150624384	0	0	0.142531487	0	0.033750402	0.082506458	0.072200191	0.003245281	0.166961537	0.113299683	0.131118855	0.139218776	0.004538397	0.176079028	0.035257743
ABCA12	0	0.000464232	0	0	0	0.005557279	0.009483165	0	0.051999306	0	0	0	0	0.002804884	0.010134681	0	0	0	0.000231602	0.163407494	0	0	0.002785379	0	0	0.000168366	0	0	0	0	0	0	0	0.058599589	0.021532782	0	0.01568483	0.006106621	0.010776973	0	0	0.046889715	0
GAD1	0	0.000645355	0.007858232	0.00048095	0	0	0.000849808	0	0.009071985	0.0001582	0.000228719	0	0.000805407	0.025202868	0.029002472	0	0	0.00199648	0.001749107	0.117333322	0.015799292	0.000501404	0.000174456	0.001589609	0.000144505	0.002505261	0	0.00416571	0	0.002163434	0	0.000665993	0.000185981	0	0.011116844	0.002787425	0.000442434	0.002177556	0.007311336	0.000431756	9.94E-05	0.000636176	0
WNT7A	0	0	0	0	0.000947656	0.255386616	0.009405099	0.003369095	0.078903279	0.006757989	0.001391803	0.00106344	0	0.001327396	0.004316375	0	0	0.000136557	0	0.29350191	0.009272025	0	0	0	0	0.000159317	0	0	0.000230746	0	0	0	0	0	0.020285382	0.000643996	0.000749221	0.001466495	0.001651222	0	0.000100637	0.024399515	0
IGF2BP3	0.011689239	0	0	0.016167159	0.008809038	0	0.000213571	0.043739348	0.001580009	0.000154259	0.000419218	0.016508586	0.000220889	0.008927159	0.003573543	0.005206414	0	0.006623514	0.009464406	0.162089007	0	0.000436968	0	0.006305954	0.018677586	0.008922668	0	0	0.006056453	0.002067557	0	0.01365234	0	0.013215025	0	0.013438168	0.002078892	0.00088995	0.001015556	0	0.017668092	0	0.025057018
CDH3	0.000218405	0	0.002384769	0.000427371	0.000793786	0.10652689	0.102707189	0	0.849414398	0.002433772	0.022710943	0	0.002113601	0.034329451	0.139891637	0	0	0.006056401	0.005649116	1.044195405	0	0.000244024	0.161745404	0.000274228	0.001803668	0.000645865	0.022259066	0.014432943	0.006407829	0	0.00130279	0.000939223	0.009004349	0.095356965	0.318766038	0	0.141654881	0.124243711	0.277618134	0.001137172	0.002412693	0.476376705	0.000601188
KRT17	0.018420403	0.008891516	0.022079823	0.010473429	0.01169686	0.06140451	0.045794922	0.023437035	2.22530103	0.017592196	0.01962891	0.018577534	0.015160004	0.039227607	0.255097029	0.006858217	0	0.010562166	0.012266979	2.09801356	0.015260769	0.012909605	0.0207469	0.015939216	0.008224131	0.00925593	0.067216591	0.070422163	0.002205717	0.054025308	0.031661695	0.021746505	0.009022229	0.04602717	0.40633931	0.016563328	0.378840557	0.237710407	0.228438103	0.029004247	0.008646985	0.429851564	0.004231118
NRK	0.015956863	0.018871804	0.008975516	0.000145324	0.00107765	0.00379008	0.006201332	0	0.002458166	0	0	0	0	0	0	0	0	1.72E-05	0	0.222756328	0.008432203	0	0.068085187	0.000528571	0	0	0.051429623	0.036841134	0	0	0	0	0.051062572	0	0.009926974	0	0.000439799	0	0.000727339	0.004590844	0.000385966	0.042216906	0.003746661
